x,y,z
-1.717437803745269775e-02,-2.457525953650474548e-02,-3.497360274195671082e-02
-2.271991968154907227e-02,-1.946761086583137512e-02,-2.999171242117881775e-02
-4.405367374420166016e-02,-1.731781288981437683e-02,-3.635099530220031738e-02
-3.978029638528823853e-02,-1.888791285455226898e-02,-2.899756468832492828e-02
-4.382503405213356018e-02,-1.211452949792146683e-02,-2.232132479548454285e-02
-4.861045628786087036e-02,-1.118410937488079071e-02,-2.876594103872776031e-02
4.571845009922981262e-02,2.243900299072265625e-02,-2.874030172824859619e-02
4.192084446549415588e-02,1.929278485476970673e-02,-3.631547838449478149e-02
-1.608324795961380005e-02,-3.941679000854492188e-02,-6.765840947628021240e-02
-9.832277894020080566e-03,-4.200442880392074585e-02,-7.339707016944885254e-02
-5.790418945252895355e-03,-4.388404265046119690e-02,-8.017703890800476074e-02
5.083952564746141434e-03,-2.861324138939380646e-02,-4.128282889723777771e-02
1.055609621107578278e-02,-3.623258322477340698e-02,-5.215198546648025513e-02
1.533894799649715424e-02,-3.581341356039047241e-02,-4.890922829508781433e-02
7.127515040338039398e-03,-2.716441452503204346e-02,-3.936934098601341248e-02
2.219204604625701904e-02,-1.900833845138549805e-02,-2.817123010754585266e-02
2.850236929953098297e-02,-2.931641973555088043e-02,-3.648149594664573669e-02
3.085158206522464752e-02,-1.116610970348119736e-02,-2.101675607264041901e-02
2.147532440721988678e-02,-3.750533238053321838e-02,-6.358856707811355591e-02
1.771272718906402588e-02,-4.288524761795997620e-02,-7.332131266593933105e-02
2.592719905078411102e-02,-3.915097191929817200e-02,-7.235877960920333862e-02
9.044239297509193420e-03,-4.674223437905311584e-02,-7.556053251028060913e-02
6.669699214398860931e-04,-4.580903425812721252e-02,-7.778134196996688843e-02
-1.420194096863269806e-02,-2.201019972562789917e-02,-9.420941025018692017e-02
3.311121463775634766e-02,-3.391338139772415161e-02,-7.229831814765930176e-02
4.969261959195137024e-02,-5.217373254708945751e-04,-1.685474812984466553e-02
5.276693776249885559e-02,6.754782516509294510e-03,-1.446967106312513351e-02
4.576217010617256165e-02,9.153264574706554413e-03,-1.316112931817770004e-02
4.230182617902755737e-02,2.571332268416881561e-03,-1.483024097979068756e-02
2.149807661771774292e-02,3.762363642454147339e-02,-5.736795254051685333e-03
2.255259826779365540e-02,3.130186721682548523e-02,7.708740886300802231e-04
2.486572228372097015e-02,2.380165457725524902e-02,-4.570422228425741196e-03
-5.781609099358320236e-03,-3.542321920394897461e-02,-4.466909915208816528e-02
-1.587036252021789551e-02,-3.817393258213996887e-02,-5.172443017363548279e-02
6.102265324443578720e-03,2.646758779883384705e-02,7.395016960799694061e-03
1.149780303239822388e-02,6.423930078744888306e-02,8.955838158726692200e-03
1.533300429582595825e-02,6.252104043960571289e-02,1.213866099715232849e-02
1.782422140240669250e-02,4.837246239185333252e-02,2.367835724726319313e-03
1.310091372579336166e-02,5.178695544600486755e-02,-1.092696213163435459e-03
5.290511180646717548e-04,3.571327775716781616e-02,1.006075832992792130e-02
6.951692979782819748e-03,3.316624835133552551e-02,1.020140200853347778e-02
6.820637267082929611e-03,3.669441118836402893e-02,1.223998516798019409e-02
1.172094722278416157e-03,4.021319374442100525e-02,1.281621772795915604e-02
-3.260704129934310913e-02,1.817968115210533142e-02,-3.704536473378539085e-03
-3.099634312093257904e-02,1.100344117730855942e-02,-5.851688329130411148e-03
-2.002370776608586311e-03,3.759799525141716003e-02,-1.199757214635610580e-02
9.430739097297191620e-03,4.006200656294822693e-02,-1.504985243082046509e-02
1.251497305929660797e-02,3.388943150639533997e-02,-2.297901734709739685e-02
-1.337757240980863571e-02,1.420852029696106911e-03,-1.402526814490556717e-02
-1.765777915716171265e-02,7.224305998533964157e-03,-6.370560731738805771e-03
-2.127783186733722687e-02,6.500942632555961609e-03,-8.116378448903560638e-03
2.436677605146542192e-04,1.831501163542270660e-02,1.462703919969499111e-03
1.547552674310281873e-04,2.662539854645729065e-02,6.712791975587606430e-03
-4.347176291048526764e-03,2.196513488888740540e-02,2.829117467626929283e-03
-3.680491121485829353e-03,1.530689839273691177e-02,-1.965483184903860092e-03
-3.715543448925018311e-02,-1.468712929636240005e-02,-5.157477036118507385e-02
-3.836023807525634766e-02,-2.397630177438259125e-02,-4.570451751351356506e-02
1.520558260381221771e-02,6.671870499849319458e-02,2.184216119349002838e-02
1.595087535679340363e-02,6.319505721330642700e-02,1.918290928006172180e-02
-9.336450137197971344e-03,-5.375241860747337341e-03,-2.236809767782688141e-02
1.455631572753190994e-02,2.572447061538696289e-02,-3.311993926763534546e-02
-5.583176854997873306e-03,-1.253517903387546539e-02,-3.060490265488624573e-02
-3.750327229499816895e-02,1.922185719013214111e-02,-2.339227125048637390e-02
-4.056775197386741638e-02,1.555950380861759186e-02,-1.997140422463417053e-02
-4.046860709786415100e-02,2.129756286740303040e-02,-1.626475341618061066e-02
-3.984960168600082397e-02,2.492948435246944427e-02,-1.968462951481342316e-02
-9.386935271322727203e-04,5.453135073184967041e-02,1.997887901961803436e-02
4.210876766592264175e-03,5.349138006567955017e-02,2.271262556314468384e-02
3.363200230523943901e-03,5.829116329550743103e-02,2.489837631583213806e-02
-1.402579364366829395e-03,5.949455127120018005e-02,2.214445732533931732e-02
1.248353347182273865e-02,3.228135779500007629e-02,9.565080516040325165e-03
1.800718158483505249e-02,3.265610337257385254e-02,7.423285860568284988e-03
1.713757216930389404e-02,3.941811993718147278e-02,1.047807652503252029e-02
1.208716724067926407e-02,3.743977099657058716e-02,1.269460562616586685e-02
2.029964886605739594e-02,3.846484050154685974e-02,3.188571194186806679e-03
1.916697807610034943e-02,4.383028298616409302e-02,6.360511761158704758e-03
-2.424072939902544022e-03,5.766848474740982056e-02,1.468235068023204803e-02
4.126932471990585327e-04,6.206931173801422119e-02,8.857890032231807709e-03
8.734364528208971024e-04,4.998076707124710083e-02,1.240335521288216114e-03
-1.108552329242229462e-03,4.630620777606964111e-02,8.798971772193908691e-03
-1.327609270811080933e-02,2.900179475545883179e-03,-6.084473803639411926e-02
-2.184195443987846375e-02,-4.091696813702583313e-03,-6.212532892823219299e-02
-2.756905928254127502e-02,1.673403894528746605e-03,-5.062664672732353210e-02
-3.347359970211982727e-02,8.716283366084098816e-03,-4.033333063125610352e-02
-3.655021265149116516e-02,1.457711681723594666e-02,-2.873850241303443909e-02
-2.802597545087337494e-02,2.261179871857166290e-02,-2.797086164355278015e-02
-3.306462615728378296e-02,-4.164283629506826401e-03,-5.224581435322761536e-02
-5.426523741334676743e-03,3.556515276432037354e-02,-1.017999020405113697e-03
6.981025217100977898e-05,4.062303155660629272e-02,-5.375497508794069290e-03
-5.604756996035575867e-03,3.844264894723892212e-02,-6.423855666071176529e-03
-1.185864582657814026e-02,-1.649132557213306427e-02,-3.176935762166976929e-02
1.642753370106220245e-02,5.962809175252914429e-02,1.603861153125762939e-02
2.378440275788307190e-02,-3.539382014423608780e-03,-7.821399718523025513e-02
1.183496881276369095e-02,-1.961574424058198929e-03,-8.247528970241546631e-02
1.118834316730499268e-02,6.590409320779144764e-04,-7.403425127267837524e-02
2.338608913123607635e-02,1.729222567519173026e-04,-6.950768828392028809e-02
1.033742353320121765e-02,5.367425829172134399e-02,2.249752730131149292e-02
1.470458228141069412e-02,5.614322796463966370e-02,2.032668516039848328e-02
-3.761075437068939209e-02,9.953440167009830475e-03,-7.194993551820516586e-03
-3.720718994736671448e-02,1.671664975583553314e-02,-6.819264031946659088e-03
-3.991339728236198425e-02,1.832747273147106171e-02,-9.466480463743209839e-03
-4.243883490562438965e-02,1.206449419260025024e-02,-1.072849147021770477e-02
-2.504581399261951447e-02,-8.627631701529026031e-03,-6.322525441646575928e-02
-5.199264362454414368e-02,1.640941190999001265e-04,-3.082498162984848022e-02
-4.625586047768592834e-02,1.047283038496971130e-02,-3.367781266570091248e-02
-1.605713553726673126e-02,-9.943636134266853333e-03,-7.176025956869125366e-02
-9.206457063555717468e-03,-2.483230782672762871e-03,-7.169097661972045898e-02
-6.289679091423749924e-03,-7.951552979648113251e-03,-7.938202470541000366e-02
-2.064875513315200806e-02,3.250595927238464355e-02,-1.906970888376235962e-02
-8.231025189161300659e-03,8.154447190463542938e-03,-5.742571502923965454e-02
-4.198175854980945587e-03,1.044044271111488342e-03,-6.896340101957321167e-02
-1.176076708361506462e-03,-3.240256337448954582e-03,-7.865881174802780151e-02
9.814795339480042458e-04,-6.794277112931013107e-03,-8.570010960102081299e-02
-5.822638515383005142e-03,-1.019230205565690994e-02,-8.655384927988052368e-02
5.521648563444614410e-03,6.463447958230972290e-02,7.653618697077035904e-03
1.458793121855705976e-04,6.636161357164382935e-02,1.193180959671735764e-02
-5.917838774621486664e-03,-1.231621764600276947e-02,-9.533232450485229492e-02
2.485623583197593689e-03,-9.690017439424991608e-03,-9.358883649110794067e-02
3.137222491204738617e-03,5.019561387598514557e-03,-6.559463590383529663e-02
1.129492092877626419e-02,8.362976834177970886e-03,-6.112458929419517517e-02
-1.032655243761837482e-03,1.177254877984523773e-02,-5.455362424254417419e-02
7.719163317233324051e-03,1.563771814107894897e-02,-4.903762415051460266e-02
-1.100131962448358536e-02,3.536678105592727661e-02,-2.032495662569999695e-02
-2.921754494309425354e-03,7.683644443750381470e-02,2.202594466507434845e-02
-2.432730281725525856e-03,6.742785125970840454e-02,1.839398033916950226e-02
-2.324271248653531075e-03,6.480622291564941406e-02,2.331037446856498718e-02
-3.989314660429954529e-03,7.512275874614715576e-02,2.520288527011871338e-02
-2.712944522500038147e-03,6.236490979790687561e-02,1.705260574817657471e-02
-1.062199444277212024e-04,6.993433088064193726e-02,1.406225003302097321e-02
1.774248294532299042e-02,1.758785545825958252e-02,-4.407134279608726501e-02
-6.245340686291456223e-03,2.929345704615116119e-02,5.753024015575647354e-03
2.304726652801036835e-02,7.049891632050275803e-03,-5.481644347310066223e-02
2.989630028605461121e-02,2.249740250408649445e-02,-3.706868365406990051e-02
3.398841619491577148e-02,1.432728301733732224e-02,-4.492202028632164001e-02
3.029602579772472382e-02,-3.540339646860957146e-03,-6.633448600769042969e-02
3.652751818299293518e-02,2.987234387546777725e-03,-5.493483319878578186e-02
3.431142494082450867e-02,-9.192967787384986877e-03,-8.222000300884246826e-02
3.206932172179222107e-02,-6.591640878468751907e-03,-7.433802634477615356e-02
4.384162276983261108e-02,9.798120707273483276e-03,-4.523958265781402588e-02
8.920049294829368591e-03,7.359889894723892212e-02,3.049990162253379822e-02
3.602234181016683578e-03,7.212515920400619507e-02,3.103451430797576904e-02
2.558947913348674774e-02,-5.567747168242931366e-03,-8.644504100084304810e-02
3.719306737184524536e-02,-3.744492772966623306e-03,-1.663094386458396912e-02
-6.046134512871503830e-03,-2.387363463640213013e-02,-3.773197904229164124e-02
-1.652978011406958103e-03,-2.039134688675403595e-02,-3.685513883829116821e-02
-2.131897397339344025e-02,-3.344815969467163086e-02,-4.473425820469856262e-02
-1.186184026300907135e-02,-2.934901416301727295e-02,-3.924740105867385864e-02
1.201194431632757187e-02,7.573182135820388794e-02,2.697813697159290314e-02
-2.687362395226955414e-02,3.079323470592498779e-02,3.312273183837532997e-04
-2.695081010460853577e-02,2.963724546134471893e-02,-1.989674987271428108e-03
5.632342025637626648e-02,9.806696325540542603e-04,-2.291060797870159149e-02
5.801064521074295044e-02,6.933388300240039825e-03,-2.002084814012050629e-02
5.705856159329414368e-02,1.730187423527240753e-02,-2.863528952002525330e-02
5.923195928335189819e-02,1.177447568625211716e-02,-2.480259351432323456e-02
5.814980342984199524e-02,5.793373566120862961e-03,-2.943272143602371216e-02
5.519387125968933105e-02,1.234150677919387817e-02,-3.413731977343559265e-02
2.990175737068057060e-03,-2.926664426922798157e-02,-4.234589636325836182e-02
-7.906102691777050495e-04,-3.063146770000457764e-02,-4.339984431862831116e-02
-3.049285337328910828e-02,-2.121973969042301178e-02,-5.929714813828468323e-02
-3.178105503320693970e-02,-2.994039654731750488e-02,-5.323674157261848450e-02
1.844343543052673340e-02,4.261985793709754944e-02,-1.840151031501591206e-03
1.586978510022163391e-02,4.066772386431694031e-02,-1.055757701396942139e-02
1.349098235368728638e-02,4.569200426340103149e-02,-5.847160704433917999e-03
6.559045519679784775e-03,5.139452591538429260e-02,-2.781877294182777405e-03
-6.313581019639968872e-03,3.473341092467308044e-02,3.730520140379667282e-03
-1.145800575613975525e-03,3.924084827303886414e-02,4.957387223839759827e-03
2.091057971119880676e-02,-3.306087106466293335e-02,-4.250114038586616516e-02
1.293751876801252365e-02,-2.408118918538093567e-02,-3.470151871442794800e-02
3.761906549334526062e-02,7.522737141698598862e-03,-1.467426214367151260e-02
4.036194086074829102e-02,1.301944721490144730e-02,-1.352729834616184235e-02
-9.428050369024276733e-03,1.073814742267131805e-02,-5.248321685940027237e-03
-2.212119661271572113e-02,3.892482072114944458e-02,-1.246949937194585800e-02
-1.368449814617633820e-02,4.181160405278205872e-02,-1.288322824984788895e-02
-1.258461084216833115e-02,1.823146454989910126e-02,7.311375811696052551e-04
9.427362121641635895e-03,7.955549657344818115e-02,2.072797715663909912e-02
1.191725861281156540e-02,7.764344662427902222e-02,2.426637895405292511e-02
6.967828143388032913e-03,4.574587568640708923e-02,-7.962670177221298218e-03
-2.820966951549053192e-02,2.635281998664140701e-03,-9.917964227497577667e-03
-2.438394911587238312e-02,3.152091428637504578e-02,-1.532434299588203430e-02
-2.593645267188549042e-02,3.591102361679077148e-02,-6.701884791254997253e-03
-5.147939547896385193e-02,-6.849304307252168655e-03,-2.494917064905166626e-02
1.438668277114629745e-02,-5.702959839254617691e-03,-9.077367931604385376e-02
1.702795620076358318e-03,6.371518224477767944e-02,2.702460438013076782e-02
-1.268991036340594292e-03,7.194186002016067505e-02,2.999860420823097229e-02
-4.892143188044428825e-04,7.811427116394042969e-02,1.915080659091472626e-02
4.302971065044403076e-03,7.928921282291412354e-02,1.792407408356666565e-02
-2.340835519134998322e-02,-3.496773540973663330e-02,-5.907909944653511047e-02
8.228318765759468079e-04,-1.790196076035499573e-02,-3.557156398892402649e-02
4.837887361645698547e-02,1.617976091802120209e-02,-3.837766870856285095e-02
5.166957899928092957e-02,2.182156406342983246e-02,-3.106104023754596710e-02
-1.541591249406337738e-02,2.400420606136322021e-02,4.332545213401317596e-03
-4.141573607921600342e-02,1.398218423128128052e-02,-2.749237418174743652e-02
-3.201093152165412903e-02,2.798735536634922028e-02,-2.376029454171657562e-02
-3.428853675723075867e-02,3.233260288834571838e-02,-2.109569869935512543e-02
-3.003204427659511566e-02,3.535362705588340759e-02,-1.519649755209684372e-02
-2.878997102379798889e-02,3.505453094840049744e-02,-7.702776696532964706e-03
-1.151345088146626949e-03,8.173917233943939209e-02,2.143651805818080902e-02
3.843305166810750961e-03,8.283071964979171753e-02,2.018843404948711395e-02
9.120655246078968048e-03,8.312988281250000000e-02,2.326252497732639313e-02
1.094290986657142639e-02,8.147153258323669434e-02,2.682134695351123810e-02
1.053831540048122406e-02,7.866133004426956177e-02,2.925898879766464233e-02
-3.796727163717150688e-03,8.096404373645782471e-02,2.431704849004745483e-02
-4.629975650459527969e-03,7.955604791641235352e-02,2.687327377498149872e-02
-2.308016410097479820e-03,7.527747005224227905e-02,3.102341666817665100e-02
-4.626252688467502594e-03,8.446788787841796875e-02,2.672245539724826813e-02
-1.963829621672630310e-03,8.826243877410888672e-02,2.535524964332580566e-02
7.489163894206285477e-03,9.254450350999832153e-02,3.252734616398811340e-02
7.646966259926557541e-03,8.972921967506408691e-02,2.780137769877910614e-02
5.897188559174537659e-03,9.133386611938476562e-02,2.827223949134349823e-02
5.035596434026956558e-03,9.460049867630004883e-02,3.148158639669418335e-02
3.279096912592649460e-03,9.835346788167953491e-02,3.424159064888954163e-02
5.444169975817203522e-03,9.603602439165115356e-02,3.577172756195068359e-02
2.911381656304001808e-03,8.980678021907806396e-02,2.554496191442012787e-02
1.112297293730080128e-03,9.453017264604568481e-02,2.922857925295829773e-02
-2.770721213892102242e-03,9.331044554710388184e-02,2.949740365147590637e-02
-4.166088998317718506e-03,9.712724387645721436e-02,3.257745876908302307e-02
-5.984026356600224972e-04,9.865514189004898071e-02,3.243901208043098450e-02
-1.122655230574309826e-03,9.045157581567764282e-02,2.661009505391120911e-02
2.992919180542230606e-03,8.851636201143264771e-02,2.425843290984630585e-02
2.664520638063549995e-03,9.880096465349197388e-02,3.777993842959403992e-02
1.734328339807689190e-03,1.001845449209213257e-01,3.591107949614524841e-02
-1.861509517766535282e-03,1.011521443724632263e-01,3.474302962422370911e-02
-2.482909010723233223e-03,1.002376824617385864e-01,3.803774341940879822e-02
1.029231213033199310e-02,8.468618243932723999e-02,2.988851070404052734e-02
7.725684903562068939e-03,9.083759039640426636e-02,3.449581936001777649e-02
4.796341527253389359e-03,9.415947645902633667e-02,3.784289211034774780e-02
1.940540620125830173e-03,9.691827744245529175e-02,3.962279856204986572e-02
5.921998061239719391e-03,8.926713466644287109e-02,3.714055195450782776e-02
3.262745914980769157e-03,9.231943637132644653e-02,3.911583498120307922e-02
3.875868860632181168e-04,9.444364160299301147e-02,4.066293314099311829e-02
2.716747578233480453e-03,8.767018467187881470e-02,3.897833824157714844e-02
7.710088393650949001e-04,9.088108688592910767e-02,4.018144682049751282e-02
6.879108492285013199e-03,7.864248752593994141e-02,3.330039978027343750e-02
9.842001833021640778e-03,8.033287525177001953e-02,3.148610517382621765e-02
-5.174157558940351009e-04,9.278453886508941650e-02,4.064589738845825195e-02
-3.197798272594809532e-03,9.870204329490661621e-02,3.935774788260459900e-02
-5.250807851552963257e-03,9.088785946369171143e-02,2.922047488391399384e-02
-6.579191423952579498e-03,9.549025446176528931e-02,3.369095921516418457e-02
-6.227924488484859467e-03,8.934336900711059570e-02,3.063906356692314148e-02
-7.523682899773120880e-03,9.397717565298080444e-02,3.489455580711364746e-02
-6.427092012017965317e-03,9.857901185750961304e-02,3.605422750115394592e-02
-4.899073392152786255e-03,9.950126707553863525e-02,3.416375815868377686e-02
7.562279235571622849e-03,7.577855885028839111e-02,3.144856542348861694e-02
1.788472407497465611e-03,7.452464848756790161e-02,3.176507726311683655e-02
9.246691479347646236e-04,7.687409967184066772e-02,3.342353925108909607e-02
-1.676967833191156387e-03,8.627755194902420044e-02,3.873347118496894836e-02
-2.972022630274295807e-03,7.789321243762969971e-02,3.240024298429489136e-02
-5.370578262954950333e-03,8.296311646699905396e-02,2.923674695193767548e-02
-6.772809661924839020e-03,8.821079879999160767e-02,3.309171274304389954e-02
-5.841548554599285126e-03,8.675090223550796509e-02,3.609907999634742737e-02
-7.176357321441173553e-03,9.199093282222747803e-02,3.643024712800979614e-02
-6.065274588763713837e-03,9.052360802888870239e-02,3.831353411078453064e-02
-2.731608459725975990e-03,9.008260071277618408e-02,4.002349823713302612e-02
-6.456469185650348663e-03,9.454067051410675049e-02,3.897352144122123718e-02
-6.951364688575267792e-03,9.693024307489395142e-02,3.748764842748641968e-02
-3.371673170477151871e-03,9.573885053396224976e-02,4.040406271815299988e-02
-5.696230567991733551e-03,9.284894168376922607e-02,3.935928642749786377e-02
-3.130660858005285263e-03,9.321248531341552734e-02,4.047195613384246826e-02
-2.778446301817893982e-02,5.932479351758956909e-02,2.423770353198051453e-02
-3.310680761933326721e-02,5.774838849902153015e-02,2.351409569382667542e-02
-3.054470941424369812e-02,5.378177389502525330e-02,2.132597193121910095e-02
-2.591954357922077179e-02,5.554047226905822754e-02,2.226104401051998138e-02
-2.406822331249713898e-02,6.831023842096328735e-02,1.485726609826087952e-02
-2.268110029399394989e-02,6.468886882066726685e-02,2.025600709021091461e-02
-2.066054753959178925e-02,6.247929856181144714e-02,1.743407920002937317e-02
-2.234135381877422333e-02,6.611520797014236450e-02,1.166308205574750900e-02
-2.977078780531883240e-02,6.883625686168670654e-02,1.025482360273599625e-02
-2.794292941689491272e-02,6.583999842405319214e-02,7.174898404628038406e-03
-2.026669308543205261e-02,6.269513815641403198e-02,9.133642539381980896e-03
-1.862103119492530823e-02,5.863721668720245361e-02,1.434149313718080521e-02
-1.084812264889478683e-02,4.274921119213104248e-02,2.504008356481790543e-03
-1.234283857047557831e-02,4.775423184037208557e-02,-2.510442398488521576e-03
-2.421781606972217560e-02,3.198442980647087097e-02,5.465595517307519913e-03
-2.686917968094348907e-02,3.540563955903053284e-02,3.467870410531759262e-03
-2.514968439936637878e-02,6.129428744316101074e-02,2.315723337233066559e-02
